,Phi,k,N_equilibrium
4626,5.3,0.665,1.57502e+47
4627,5.5,0.665,1.86179e+47
4628,5.7,0.665,2.18369e+47
4629,5.9,0.665,2.54302e+47
4630,6.1,0.665,2.9417400000000003e+47
4631,6.3,0.665,3.3820400000000003e+47
4632,6.5,0.665,3.8658700000000005e+47
4633,6.7,0.665,4.39515e+47
4634,6.9,0.665,4.9719800000000006e+47
4635,7.1,0.665,5.59789e+47
4636,7.3,0.665,6.2751500000000005e+47
4637,7.5,0.665,7.004930000000001e+47
4638,7.7,0.665,7.78906e+47
4639,7.9,0.665,8.62953e+47
4640,8.1,0.665,9.52709e+47
4641,7.9,0.405,21.2265
4642,8.1,0.405,21.7638
4643,8.3,0.405,22.3012
4644,8.5,0.405,22.8386
4645,8.7,0.405,23.375999999999998
4646,8.9,0.405,23.9134
4647,9.1,0.405,24.4507
4648,9.3,0.405,24.9881
4649,9.5,0.405,25.5255
4650,9.7,0.405,26.0629
4651,9.9,0.405,26.6003
4652,0.1,0.41,0.27611399999999997
4653,0.3,0.41,0.828341
4654,0.5,0.41,1.38057
4655,0.7,0.41,1.9327900000000002
4656,9.7,0.475,41.0319
4657,9.9,0.475,41.8779
4658,0.1,0.48,0.440436
4659,0.3,0.48,1.32131
4660,0.5,0.48,2.20218
4661,0.7,0.48,3.08305
4662,0.9,0.48,3.96392
4663,1.1,0.48,4.84479
4664,1.3,0.48,5.7256599999999995
4665,1.5,0.48,6.60653
4666,1.7,0.48,7.4874
4667,1.9,0.48,8.368269999999999
4668,10.1,0.48,44.483999999999995
4669,10.3,0.48,45.3649
4670,10.5,0.48,46.2457
4671,2.1,0.48,9.24915
4672,2.3,0.48,10.13
4673,2.5,0.48,11.0109
4674,5.5,0.29,8.91901
4675,5.7,0.29,9.24333
4676,5.9,0.29,9.56766
4677,6.1,0.29,9.89199
4678,6.3,0.29,10.2163
4679,6.5,0.29,10.5406
4680,6.7,0.29,10.865
4681,6.9,0.29,11.1893
4682,7.1,0.29,11.5136
4683,7.3,0.29,11.838
4684,7.5,0.29,12.1623
4685,7.7,0.29,12.4866
4686,7.9,0.29,12.8109
4687,8.1,0.29,13.1353
4688,8.3,0.29,13.4596
4689,4.9,0.15,5.12275
4690,5.1,0.15,5.331840000000001
4691,5.3,0.15,5.54093
4692,5.5,0.15,5.75002
4693,5.7,0.15,5.95911
4694,5.9,0.15,6.16821
4695,6.1,0.15,6.3773
4696,6.3,0.15,6.58639
4697,6.5,0.15,6.79548
4698,6.7,0.15,7.004569999999999
4699,6.9,0.15,7.213660000000001
4700,7.1,0.15,7.42276
4701,7.3,0.15,7.63185
4702,7.5,0.15,7.84094
4703,7.7,0.15,8.05003
4704,5.7,0.385,13.8115
4705,5.9,0.385,14.2961
4706,6.1,0.385,14.7807
4707,6.3,0.385,15.2653
4708,6.5,0.385,15.7499
4709,6.7,0.385,16.2345
4710,6.9,0.385,16.7192
4711,7.1,0.385,17.2038
4712,7.3,0.385,17.6884
4713,7.5,0.385,18.173
4714,7.7,0.385,18.6576
4715,7.9,0.385,19.1422
4716,8.1,0.385,19.6268
4717,8.3,0.385,20.1114
4718,8.5,0.385,20.5961
4719,10.1,0.105,9.3759
4720,10.3,0.105,9.56156
4721,10.5,0.105,9.74722
4722,2.1,0.105,1.94944
4723,2.3,0.105,2.13511
4724,2.5,0.105,2.32077
4725,2.7,0.105,2.50643
4726,2.9,0.105,2.6920900000000003
4727,3.1,0.105,2.87775
4728,3.3,0.105,3.0634099999999997
4729,3.5,0.105,3.24907
4730,3.7,0.105,3.4347300000000005
4731,3.9,0.105,3.6204
4732,4.1,0.105,3.80606
4733,4.3,0.105,3.9917199999999995
4734,4.5,0.105,4.17738
4735,4.7,0.105,4.36304
4736,4.9,0.105,4.5487
4737,8.5,0.665,1.15007e+48
4738,8.7,0.665,1.2579e+48
4739,8.9,0.665,1.3720300000000001e+48
4740,9.1,0.665,1.49252e+48
4741,9.3,0.665,1.61946e+48
4742,9.5,0.665,1.75315e+48
4743,9.7,0.665,1.89345e+48
4744,9.9,0.665,2.0404900000000002e+48
4745,0.1,0.67,4.0675500000000005e+38
4746,0.3,0.67,2.28299e+41
4747,0.5,0.67,4.72099e+42
4748,0.7,0.67,3.43958e+43
4749,0.9,0.67,1.49189e+44
4750,1.1,0.67,4.74191e+44
4751,1.3,0.67,1.22547e+45
4752,0.3,0.575,5.22428
4753,0.5,0.575,8.707130000000001
4754,0.7,0.575,12.19
4755,0.9,0.575,15.6728
4756,1.1,0.575,19.1557
4757,1.3,0.575,22.6385
4758,1.5,0.575,26.1214
4759,1.7,0.575,29.6042
4760,1.9,0.575,33.0871
4761,10.1,0.575,8.40813e+29
4762,10.3,0.575,1.00398e+30
4763,10.5,0.575,1.18778e+30
4764,2.1,0.575,36.5699
4765,2.3,0.575,40.0528
4766,2.5,0.575,43.5356
4767,2.7,0.575,47.0185
4768,2.9,0.575,50.5013
4769,3.1,0.575,53.9842
4770,1.1,0.41,3.03725
4771,1.3,0.41,3.5894800000000004
4772,1.5,0.41,4.1417
4773,1.7,0.41,4.69393
4774,1.9,0.41,5.24616
4775,10.1,0.41,27.8875
4776,10.3,0.41,28.4397
4777,10.5,0.41,28.9919
4778,2.1,0.41,5.79838
4779,2.3,0.41,6.35061
4780,2.5,0.41,6.902839999999999
4781,2.7,0.41,7.45507
4782,2.9,0.41,8.00729
4783,3.1,0.41,8.55952
4784,3.3,0.41,9.11175
4785,3.5,0.41,9.663969999999999
4786,3.7,0.41,10.2162
4787,3.9,0.41,10.7684
4788,2.9,0.48,12.7726
4789,3.1,0.48,13.6535
4790,3.3,0.48,14.5344
4791,3.5,0.48,15.4152
4792,3.7,0.48,16.2961
4793,3.9,0.48,17.177
4794,4.1,0.48,18.0579
4795,4.3,0.48,18.9387
4796,4.5,0.48,19.8196
4797,4.7,0.48,20.7005
4798,4.9,0.48,21.5813
4799,5.1,0.48,22.4622
4800,5.3,0.48,23.3431
4801,5.5,0.48,24.224
4802,5.7,0.48,25.1048
4803,8.7,0.29,14.1082
4804,8.9,0.29,14.4326
4805,9.1,0.29,14.7569
4806,9.3,0.29,15.0812
4807,9.5,0.29,15.4056
4808,9.7,0.29,15.7299
4809,9.9,0.29,16.0542
4810,0.1,0.295,0.16517300000000001
4811,0.3,0.295,0.495518
4812,0.5,0.295,0.8258629999999999
4813,0.7,0.295,1.15621
4814,0.9,0.295,1.48655
4815,1.1,0.295,1.8169
4816,1.3,0.295,2.14724
4817,1.5,0.295,2.47759
4818,8.1,0.15,8.46822
4819,8.3,0.15,8.67731
4820,8.5,0.15,8.8864
4821,8.7,0.15,9.09549
4822,8.9,0.15,9.30458
4823,9.1,0.15,9.51367
4824,9.3,0.15,9.72277
4825,9.5,0.15,9.93186
4826,9.7,0.15,10.1409
4827,9.9,0.15,10.35
4828,0.1,0.155,0.105991
4829,0.3,0.155,0.317973
4830,0.5,0.155,0.5299560000000001
4831,0.7,0.155,0.741938
4832,0.9,0.155,0.9539200000000001
4833,8.9,0.385,21.5653
4834,9.1,0.385,22.0499
4835,9.3,0.385,22.5345
4836,9.5,0.385,23.0191
4837,9.7,0.385,23.5037
4838,9.9,0.385,23.9884
4839,0.1,0.39,0.24845100000000003
4840,0.3,0.39,0.745352
4841,0.5,0.39,1.24225
4842,0.7,0.39,1.73915
4843,0.9,0.39,2.2360599999999997
4844,1.1,0.39,2.73296
4845,1.3,0.39,3.22986
4846,1.5,0.39,3.72676
4847,1.7,0.39,4.22366
4848,5.3,0.105,4.920030000000001
4849,5.5,0.105,5.10569
4850,5.7,0.105,5.29135
4851,5.9,0.105,5.47701
4852,6.1,0.105,5.662669999999999
4853,6.3,0.105,5.848330000000001
4854,6.5,0.105,6.03399
4855,6.7,0.105,6.21966
4856,6.9,0.105,6.40532
4857,7.1,0.105,6.59098
4858,7.3,0.105,6.7766399999999996
4859,7.5,0.105,6.9623
4860,7.7,0.105,7.14796
4861,7.9,0.105,7.33362
4862,8.1,0.105,7.51928
4863,3.5,0.575,60.9499
4864,3.7,0.575,64.4327
4865,3.9,0.575,67.9156
4866,4.1,0.575,71.3984
4867,4.3,0.575,74.8813
4868,4.5,0.575,78.3641
4869,4.7,0.575,81.847
4870,4.9,0.575,85.3298
4871,5.1,0.575,1528040.0
4872,5.3,0.575,4.89403e+20
4873,5.5,0.575,9.44171e+22
4874,5.7,0.575,1.88583e+24
4875,5.9,0.575,1.48593e+25
4876,6.1,0.575,7.04604e+25
4877,6.3,0.575,2.42787e+26
4878,4.3,0.41,11.8729
4879,4.5,0.41,12.4251
4880,4.7,0.41,12.9773
4881,4.9,0.41,13.5296
4882,5.1,0.41,14.0818
4883,5.3,0.41,14.634
4884,5.5,0.41,15.1862
4885,5.7,0.41,15.7385
4886,5.9,0.41,16.2907
4887,6.1,0.41,16.8429
4888,6.3,0.41,17.3952
4889,6.5,0.41,17.9474
4890,6.7,0.41,18.4996
4891,6.9,0.41,19.0518
4892,7.1,0.41,19.6041
4893,1.7,0.67,5.4549600000000006e+45
4894,1.9,0.67,9.99766e+45
4895,10.1,0.67,2.0516400000000002e+49
4896,10.3,0.67,2.19851e+49
4897,10.5,0.67,2.35178e+49
4898,2.1,0.67,1.71112e+46
4899,2.3,0.67,2.77033e+46
4900,2.5,0.67,4.2823800000000003e+46
4901,2.7,0.67,6.367020000000001e+46
4902,2.9,0.67,9.156830000000001e+46
4903,3.1,0.67,1.27973e+47
4904,3.3,0.67,1.7444300000000002e+47
4905,3.5,0.67,2.3265700000000002e+47
4906,3.7,0.67,3.04325e+47
4907,3.9,0.67,3.9128e+47
4908,4.1,0.67,4.9535900000000006e+47
4909,4.3,0.67,6.1850000000000005e+47
4910,4.5,0.67,7.62694e+47
4911,6.1,0.48,26.8666
4912,6.3,0.48,27.7474
4913,6.5,0.48,28.6283
4914,6.7,0.48,29.5092
4915,6.9,0.48,30.3901
4916,7.1,0.48,31.2709
4917,7.3,0.48,32.1518
4918,7.5,0.48,33.0327
4919,7.7,0.48,33.9135
4920,7.9,0.48,34.7944
4921,8.1,0.48,35.6753
4922,8.3,0.48,36.5561
4923,8.5,0.48,37.437
4924,8.7,0.48,38.3179
4925,8.9,0.48,39.1988
4926,1.9,0.295,3.13828
4927,10.1,0.295,16.6824
4928,10.3,0.295,17.0128
4929,10.5,0.295,17.3431
4930,2.1,0.295,3.4686199999999996
4931,2.3,0.295,3.7989699999999997
4932,2.5,0.295,4.12931
4933,2.7,0.295,4.4596599999999995
4934,2.9,0.295,4.79
4935,3.1,0.295,5.12035
4936,3.3,0.295,5.4507
4937,3.5,0.295,5.78104
4938,3.7,0.295,6.11139
4939,3.9,0.295,6.441730000000001
4940,4.1,0.295,6.77208
4941,4.3,0.295,7.1024199999999995
4942,4.5,0.295,7.43277
4943,4.7,0.295,7.76311
4944,1.3,0.155,1.37789
4945,1.5,0.155,1.5898700000000001
4946,1.7,0.155,1.80185
4947,1.9,0.155,2.01383
4948,10.1,0.155,10.7051
4949,10.3,0.155,10.9171
4950,10.5,0.155,11.1291
4951,2.1,0.155,2.22581
4952,2.3,0.155,2.4378
4953,2.5,0.155,2.64978
4954,2.7,0.155,2.86176
4955,2.9,0.155,3.0737400000000004
4956,3.1,0.155,3.2857300000000005
4957,3.3,0.155,3.4977099999999997
4958,3.5,0.155,3.70969
4959,3.7,0.155,3.9216699999999998
4960,3.9,0.155,4.13366
4961,4.1,0.155,4.34564
4962,10.1,0.39,25.0935
4963,10.3,0.39,25.5904
4964,10.5,0.39,26.0873
4965,2.1,0.39,5.21746
4966,2.3,0.39,5.71436
4967,2.5,0.39,6.21127
4968,2.7,0.39,6.70817
4969,2.9,0.39,7.20507
4970,3.1,0.39,7.701969999999999
4971,3.3,0.39,8.19887
4972,3.5,0.39,8.69577
4973,3.7,0.39,9.19267
4974,3.9,0.39,9.68957
4975,4.1,0.39,10.1865
4976,4.3,0.39,10.6834
4977,4.5,0.39,11.1803
4978,4.7,0.39,11.6772
4979,4.9,0.39,12.1741
4980,8.5,0.105,7.890610000000001
4981,8.7,0.105,8.07627
4982,8.9,0.105,8.26193
4983,9.1,0.105,8.44759
4984,9.3,0.105,8.63325
4985,9.5,0.105,8.81891
4986,9.7,0.105,9.00458
4987,9.9,0.105,9.19024
4988,0.1,0.11,0.09402780000000001
4989,0.3,0.11,0.282084
4990,0.5,0.11,0.47013900000000003
4991,0.7,0.11,0.658195
4992,0.9,0.11,0.846251
4993,1.1,0.11,1.03431
4994,1.3,0.11,1.2223600000000001
4995,6.7,0.575,1.58813e+27
4996,6.9,0.575,3.32725e+27
4997,7.1,0.575,6.34657e+27
4998,7.3,0.575,1.12295e+28
4999,7.5,0.575,1.86868e+28
5000,7.7,0.575,2.95504e+28
5001,7.9,0.575,4.47654e+28
5002,8.1,0.575,6.53778e+28
5003,8.3,0.575,9.25193e+28
5004,8.5,0.575,1.27393e+29
5005,8.7,0.575,1.71252e+29
5006,8.9,0.575,2.25415e+29
5007,9.1,0.575,2.91185e+29
5008,9.3,0.575,3.69897e+29
5009,9.5,0.575,4.62913e+29
5010,7.5,0.41,20.7085
5011,7.7,0.41,21.2607
5012,7.9,0.41,21.813000000000002
5013,8.1,0.41,22.3652
5014,8.3,0.41,22.9174
5015,8.5,0.41,23.4697
5016,8.7,0.41,24.0219
5017,8.9,0.41,24.5741
5018,9.1,0.41,25.1263
5019,9.3,0.41,25.6786
5020,9.5,0.41,26.2308
5021,9.7,0.41,26.783
5022,9.9,0.41,27.3352
5023,0.1,0.415,0.28392
5024,0.3,0.415,0.8517610000000001
5025,4.9,0.67,1.12182e+48
5026,5.1,0.67,1.34073e+48
5027,5.3,0.67,1.5884400000000002e+48
5028,5.5,0.67,1.86693e+48
5029,5.7,0.67,2.1780900000000002e+48
5030,5.9,0.67,2.52376e+48
5031,6.1,0.67,2.9058200000000002e+48
5032,6.3,0.67,3.32598e+48
5033,6.5,0.67,3.78606e+48
5034,6.7,0.67,4.2875500000000003e+48
5035,6.9,0.67,4.83247e+48
5036,7.1,0.67,5.4220100000000004e+48
5037,7.3,0.67,6.05786e+48
5038,7.5,0.67,6.741050000000001e+48
5039,7.7,0.67,7.473910000000001e+48
5040,9.3,0.48,40.9605
5041,9.5,0.48,41.8414
5042,9.7,0.48,42.7222
5043,9.9,0.48,43.6031
5044,0.1,0.485,0.459266
5045,0.3,0.485,1.3778
5046,0.5,0.485,2.2963299999999998
5047,0.7,0.485,3.21486
5048,0.9,0.485,4.13339
5049,1.1,0.485,5.05192
5050,1.3,0.485,5.97045
5051,1.5,0.485,6.88898
5052,1.7,0.485,7.807510000000001
5053,1.9,0.485,8.72605
5054,10.1,0.485,46.3858
5055,10.3,0.485,47.3044
5056,10.5,0.485,48.2229
5057,2.1,0.485,9.64458
5058,5.1,0.295,8.4238
5059,5.3,0.295,8.75415
5060,5.5,0.295,9.084489999999999
5061,5.7,0.295,9.41484
5062,5.9,0.295,9.74518
5063,6.1,0.295,10.0755
5064,6.3,0.295,10.4059
5065,6.5,0.295,10.7362
5066,6.7,0.295,11.0666
5067,6.9,0.295,11.3969
5068,7.1,0.295,11.7273
5069,7.3,0.295,12.0576
5070,7.5,0.295,12.3879
5071,7.7,0.295,12.7183
5072,7.9,0.295,13.0486
5073,4.5,0.155,4.7696
5074,4.7,0.155,4.98158
5075,4.9,0.155,5.193569999999999
5076,5.1,0.155,5.40555
5077,5.3,0.155,5.61753
5078,5.5,0.155,5.82951
5079,5.7,0.155,6.0415
5080,5.9,0.155,6.253480000000001
5081,6.1,0.155,6.46546
5082,6.3,0.155,6.67744
5083,6.5,0.155,6.88943
5084,6.7,0.155,7.1014100000000004
5085,6.9,0.155,7.313389999999999
5086,7.1,0.155,7.52537
5087,7.3,0.155,7.73735
5088,5.3,0.39,13.1679
5089,5.5,0.39,13.6648
5090,5.7,0.39,14.1617
5091,5.9,0.39,14.6586
5092,6.1,0.39,15.1555
5093,6.3,0.39,15.6524
5094,6.5,0.39,16.1493
5095,6.7,0.39,16.6462
5096,6.9,0.39,17.1431
5097,7.1,0.39,17.64
5098,7.3,0.39,18.1369
5099,7.5,0.39,18.6338
5100,7.7,0.39,19.1307
5101,7.9,0.39,19.6276
5102,8.1,0.39,20.1245
5103,5.5,0.385,13.3269
5104,8.7,0.385,21.0807
5105,1.9,0.39,4.72056
5106,5.1,0.39,12.671
5107,8.3,0.39,20.6214
5108,1.5,0.395,3.82323
5109,4.7,0.395,11.9794
5110,7.9,0.395,20.1357
5111,1.1,0.4,2.87783
5112,4.9,0.4,12.8194
5113,8.1,0.4,21.1913
5114,1.3,0.405,3.49296
5115,4.5,0.405,12.091
5116,7.7,0.405,20.6891
5117,0.9,0.41,2.48502
5118,4.1,0.41,11.3207
5119,7.3,0.41,20.1563
5120,0.5,0.415,1.4196
5121,3.7,0.415,10.505
5122,6.9,0.415,19.5905
5123,0.1,0.42,0.29214
5124,3.3,0.42,9.64061
5125,6.5,0.42,18.9891
5126,0.7,0.425,2.10564
5127,3.9,0.425,11.7314
5128,7.1,0.425,21.3572
5129,1.7,0.11,1.59847
5130,1.9,0.11,1.78653
5131,10.1,0.11,9.49681
5132,10.3,0.11,9.68487
5133,10.5,0.11,9.87292
5134,2.1,0.11,1.97458
5135,2.3,0.11,2.16264
5136,2.5,0.11,2.3507
5137,2.7,0.11,2.53875
5138,2.9,0.11,2.72681
5139,3.1,0.11,2.91486
5140,3.3,0.11,3.10292
5141,3.5,0.11,3.2909699999999997
5142,3.7,0.11,3.4790300000000003
5143,3.9,0.11,3.66709
5144,4.1,0.11,3.85514
5145,4.3,0.11,4.0432
5146,4.5,0.11,4.23125
5147,8.1,0.67,9.09192e+48
5148,8.3,0.67,9.97959e+48
5149,8.5,0.67,1.0921200000000001e+49
5150,8.7,0.67,1.19177e+49
5151,8.9,0.67,1.29705e+49
5152,9.1,0.67,1.4081e+49
5153,9.3,0.67,1.52491e+49
5154,9.5,0.67,1.6475e+49
5155,9.7,0.67,1.7762e+49
5156,9.9,0.67,1.91078e+49
5157,0.1,0.675,1.2997600000000002e+40
5158,0.3,0.675,4.9197200000000004e+42
5159,0.5,0.675,8.54746e+43
5160,0.7,0.675,5.58111e+44
5161,0.9,0.675,2.238e+45
5162,9.9,0.575,6.97089e+29
5163,0.1,0.58,2.04465
5164,0.3,0.58,6.13389
5165,0.5,0.58,10.2231
5166,0.7,0.58,14.3124
5167,0.9,0.58,18.4016
5168,1.1,0.58,22.4909
5169,1.3,0.58,26.5801
5170,1.5,0.58,30.6694
5171,1.7,0.58,34.7586
5172,1.9,0.58,38.8479
5173,10.1,0.58,1.0928e+31
5174,10.3,0.58,1.28063e+31
5175,10.5,0.58,1.48943e+31
5176,2.1,0.58,42.9371
5177,2.3,0.58,47.0263
5178,2.5,0.58,51.1156
5179,2.7,0.58,55.2048
5180,0.7,0.415,1.98744
5181,0.9,0.415,2.5552799999999998
5182,1.1,0.415,3.12312
5183,1.3,0.415,3.69096
5184,1.5,0.415,4.2588
5185,1.7,0.415,4.82664
5186,1.9,0.415,5.394480000000001
5187,10.1,0.415,28.6759
5188,10.3,0.415,29.2438
5189,10.5,0.415,29.8116
5190,2.1,0.415,5.96232
5191,2.3,0.415,6.5301599999999995
5192,2.5,0.415,7.098
5193,2.7,0.415,7.66585
5194,2.9,0.415,8.23369
5195,3.1,0.415,8.80153
5196,3.3,0.415,9.36937
5197,3.5,0.415,9.93721
5198,2.5,0.485,11.4816
5199,2.7,0.485,12.4002
5200,2.9,0.485,13.3187
5201,3.1,0.485,14.2372
5202,3.3,0.485,15.1558
5203,3.5,0.485,16.0743
5204,3.7,0.485,16.9928
5205,3.9,0.485,17.9114
5206,4.1,0.485,18.8299
5207,4.3,0.485,19.7484
5208,4.5,0.485,20.666999999999998
5209,4.7,0.485,21.5855
5210,4.9,0.485,22.504
5211,5.1,0.485,23.4225
5212,5.3,0.485,24.3411
5213,8.3,0.295,13.7093
5214,8.5,0.295,14.0397
5215,8.7,0.295,14.37
5216,8.9,0.295,14.7004
5217,9.1,0.295,15.0307
5218,9.3,0.295,15.3611
5219,9.5,0.295,15.6914
5220,9.7,0.295,16.0217
5221,9.9,0.295,16.3521
5222,0.1,0.3,0.16827899999999998
5223,0.3,0.3,0.504836
5224,0.5,0.3,0.8413940000000001
5225,0.7,0.3,1.17795
5226,0.9,0.3,1.51451
5227,1.1,0.3,1.85107
5228,7.7,0.155,8.16132
5229,7.9,0.155,8.3733
5230,8.1,0.155,8.585280000000001
5231,8.3,0.155,8.79727
5232,8.5,0.155,9.00925
5233,8.7,0.155,9.22123
5234,8.9,0.155,9.43321
5235,9.1,0.155,9.6452
5236,9.3,0.155,9.85718
5237,9.5,0.155,10.0692
5238,9.7,0.155,10.2811
5239,9.9,0.155,10.4931
5240,0.1,0.16,0.10746900000000001
5241,0.3,0.16,0.32240599999999997
5242,0.5,0.16,0.537343
5243,8.5,0.39,21.1183
5244,8.7,0.39,21.6152
5245,8.9,0.39,22.1121
5246,9.1,0.39,22.609
5247,9.3,0.39,23.1059
5248,9.5,0.39,23.6028
5249,9.7,0.39,24.0997
5250,9.9,0.39,24.5966
5251,0.1,0.395,0.254882
5252,0.3,0.395,0.764645
5253,0.5,0.395,1.27441
5254,0.7,0.395,1.78417
5255,0.9,0.395,2.29394
5256,1.1,0.395,2.8037
5257,1.3,0.395,3.31346
5258,4.9,0.11,4.60736
5259,5.1,0.11,4.79542
5260,5.3,0.11,4.98348
5261,5.5,0.11,5.171530000000001
5262,5.7,0.11,5.35959
5263,5.9,0.11,5.54764
5264,6.1,0.11,5.7357
5265,6.3,0.11,5.92375
5266,6.5,0.11,6.11181
5267,6.7,0.11,6.29986
5268,6.9,0.11,6.48792
5269,7.1,0.11,6.67598
5270,7.3,0.11,6.8640300000000005
5271,7.5,0.11,7.05209
5272,7.7,0.11,7.240139999999999
5273,3.1,0.58,63.3833
5274,3.3,0.58,67.4726
5275,3.5,0.58,71.5618
5276,3.7,0.58,75.6511
5277,3.9,0.58,79.7403
5278,4.1,0.58,83.8295
5279,4.3,0.58,87.9188
5280,4.5,0.58,8.5694e+18
5281,4.7,0.58,1.91381e+22
5282,4.9,0.58,9.99475e+23
5283,5.1,0.58,1.36841e+25
5284,5.3,0.58,9.3919e+25
5285,5.5,0.58,4.23425e+26
5286,5.7,0.58,1.44034e+27
5287,5.9,0.58,4.0066e+27
5288,3.9,0.415,11.0729
5289,4.1,0.415,11.6407
5290,4.3,0.415,12.2086
5291,4.5,0.415,12.7764
5292,4.7,0.415,13.3442
5293,4.9,0.415,13.9121
5294,5.1,0.415,14.4799
5295,5.3,0.415,15.0478
5296,5.5,0.415,15.6156
5297,5.7,0.415,16.1835
5298,5.9,0.415,16.7513
5299,6.1,0.415,17.3191
5300,6.3,0.415,17.887
5301,6.5,0.415,18.4548
5302,6.7,0.415,19.0227
5303,1.3,0.675,1.6503500000000002e+46
5304,1.5,0.675,3.53757e+46
5305,1.7,0.675,6.83196e+46
5306,1.9,0.675,1.2171400000000001e+47
5307,10.1,0.675,1.9031e+50
5308,10.3,0.675,2.03639e+50
5309,10.5,0.675,2.1752500000000002e+50
5310,2.1,0.675,2.03274e+47
5311,2.3,0.675,3.22079e+47
5312,2.5,0.675,4.8851500000000005e+47
5313,2.7,0.675,7.1411e+47
5314,2.9,0.675,1.01157e+48
5315,3.1,0.675,1.39467e+48
5316,3.3,0.675,1.8777000000000002e+48
5317,3.5,0.675,2.47626e+48
5318,3.7,0.675,3.20592e+48
5319,3.9,0.675,4.08336e+48
5320,4.1,0.675,5.1252e+48
5321,5.7,0.485,26.1781
5322,5.9,0.485,27.0967
5323,6.1,0.485,28.0152
5324,6.3,0.485,28.9337
5325,6.5,0.485,29.8523
5326,6.7,0.485,30.7708
5327,6.9,0.485,31.6893
5328,7.1,0.485,32.6079
5329,7.3,0.485,33.5264
5330,7.5,0.485,34.4449
5331,7.7,0.485,35.3634
5332,7.9,0.485,36.282
5333,8.1,0.485,37.2005
5334,8.3,0.485,38.119
5335,8.5,0.485,39.0376
5336,1.5,0.3,2.52418
5337,1.7,0.3,2.8607400000000003
5338,1.9,0.3,3.1973
5339,10.1,0.3,16.9962
5340,10.3,0.3,17.3327
5341,10.5,0.3,17.6693
5342,2.1,0.3,3.53386
5343,2.3,0.3,3.8704099999999997
5344,2.5,0.3,4.20697
5345,2.7,0.3,4.5435300000000005
5346,2.9,0.3,4.88009
5347,3.1,0.3,5.21664
5348,3.3,0.3,5.5532
5349,3.5,0.3,5.88976
5350,3.7,0.3,6.226319999999999
5351,3.9,0.3,6.562869999999999
5352,4.1,0.3,6.899430000000001
5353,4.3,0.3,7.235989999999999
5354,0.9,0.16,0.967218
5355,1.1,0.16,1.18216
5356,1.3,0.16,1.39709
5357,1.5,0.16,1.6120299999999999
5358,1.7,0.16,1.82697
5359,1.9,0.16,2.0419099999999997
5360,10.1,0.16,10.8543
5361,10.3,0.16,11.0693
5362,10.5,0.16,11.2842
5363,2.1,0.16,2.25684
5364,2.3,0.16,2.47178
5365,2.5,0.16,2.68672
5366,2.7,0.16,2.90165
5367,2.9,0.16,3.11659
5368,3.1,0.16,3.3315300000000003
5369,3.3,0.16,3.54647
5370,3.5,0.16,3.7614
5371,3.7,0.16,3.97634
5372,8.1,0.11,7.61625
5373,8.3,0.11,7.804310000000001
5374,8.5,0.11,7.992369999999999
5375,8.7,0.11,8.18042
5376,8.9,0.11,8.36848
5377,9.1,0.11,8.55653
5378,9.3,0.11,8.744589999999999
5379,9.5,0.11,8.93264
5380,9.7,0.11,9.1207
5381,9.9,0.11,9.308760000000001
5382,0.1,0.115,0.09524930000000001
5383,0.3,0.115,0.285748
5384,0.5,0.115,0.476246
5385,0.7,0.115,0.666745
5386,0.9,0.115,0.857244
5387,1.7,0.395,4.332990000000001
5388,1.9,0.395,4.84275
5389,10.1,0.395,25.7431
5390,10.3,0.395,26.2528
5391,10.5,0.395,26.7626
5392,2.1,0.395,5.352519999999999
5393,2.3,0.395,5.86228
5394,2.5,0.395,6.37204
5395,2.7,0.395,6.881810000000001
5396,2.9,0.395,7.39157
5397,3.1,0.395,7.901330000000001
5398,3.3,0.395,8.4111
5399,3.5,0.395,8.920860000000001
5400,3.7,0.395,9.43062
5401,3.9,0.395,9.940389999999999
5402,4.1,0.395,10.4502
5403,4.3,0.395,10.9599
5404,4.5,0.395,11.4697
5405,6.3,0.58,2.04351e+28
5406,6.5,0.58,3.97055e+28
5407,6.7,0.58,7.15918e+28
5408,6.9,0.58,1.21358e+29
5409,7.1,0.58,1.95355e+29
5410,7.3,0.58,3.00995e+29
5411,7.5,0.58,4.46675e+29
5412,7.7,0.58,6.41708e+29
5413,7.9,0.58,8.96187e+29
5414,8.1,0.58,1.22086e+30
5415,8.3,0.58,1.627e+30
5416,8.5,0.58,2.12646e+30
5417,8.7,0.58,2.73103e+30
5418,8.9,0.58,3.45302e+30
5419,9.1,0.58,4.30477e+30
5420,7.1,0.415,20.1583
5421,7.3,0.415,20.7262
5422,7.5,0.415,21.294
5423,7.7,0.415,21.8619
5424,7.9,0.415,22.4297
5425,8.1,0.415,22.9975
5426,8.3,0.415,23.5654
5427,8.5,0.415,24.1332
5428,8.7,0.415,24.7011
5429,8.9,0.415,25.2689
5430,9.1,0.415,25.8367
5431,9.3,0.415,26.4046
5432,9.5,0.415,26.9724
5433,9.7,0.415,27.5403
5434,9.9,0.415,28.1081
5435,4.5,0.675,7.77001e+48
5436,4.7,0.675,9.408190000000001e+48
5437,4.9,0.675,1.12793e+49
5438,5.1,0.675,1.33998e+49
5439,5.3,0.675,1.5789400000000002e+49
5440,5.5,0.675,1.84607e+49
5441,5.7,0.675,2.14351e+49
5442,5.9,0.675,2.47246e+49
5443,6.1,0.675,2.8346400000000004e+49
